,n,rho,mu,distribution,mean_waiting_time,ci_lower,ci_upper,variance,number_of_customers
173,1,0.7,1,M_M_N_K,2.0585172749546823,2.0037862169534497,2.113248332955915,7.795901754579334,10000
174,1,0.7,1,M_M_N_K,2.0646058171837347,2.016799530157533,2.112412104209936,7.732791843635782,13000
175,1,0.7,1,M_M_N_K,2.0832742223314473,2.040326994185252,2.1262214504776424,7.6811874890986935,16000
176,1,0.7,1,M_M_N_K,2.056287100173228,2.017558036782541,2.095016163563915,7.417816246405456,19000
177,1,0.7,1,M_M_N_K,2.0585172749546823,2.0037862169534497,2.113248332955915,7.795901754579334,10000
178,1,0.7,1,M_M_N_K,2.0321595766030676,1.9828621943258196,2.081456958880316,7.590059151049826,12000
179,1,0.7,1,M_M_N_K,2.0844310663533574,2.0382781877510165,2.1305839449556983,7.76165507237775,14000
180,1,0.7,1,M_M_N_K,2.0832742223314473,2.040326994185252,2.1262214504776424,7.6811874890986935,16000
181,1,0.7,1,M_M_N_K,2.064285754583359,2.0241971713110054,2.1043743378557123,7.529381957834646,18000
182,1,0.7,1,M_M_N_K,2.044332695378674,2.0068729710356785,2.0817924197216695,7.304834793468397,20000
183,1,0.7,1,M_M_N_K,2.0401179731065437,2.004553715197131,2.0756822310159566,7.242795292746393,22000
184,1,0.7,1,M_M_N_K,2.0438917005527437,2.009974410746829,2.0778089903586583,7.186435577462556,24000
185,1,0.7,1,M_M_N_K,2.057713375072034,2.0251562129851277,2.0902705371589403,7.173478679231051,26000
186,1,0.7,1,M_M_N_K,2.0489067706861013,2.017549030344398,2.0802645110278046,7.16661079874983,28000
187,1,0.7,1,M_M_N_K,2.0381353975446137,2.008024281645974,2.0682465134432535,7.080170694709593,30000
188,1,0.7,1,M_M_N_K,2.0159658054521907,1.987043949110649,2.0448876617937324,6.967440528367366,32000
189,1,0.7,1,M_M_N_K,2.015353042678667,1.9874032143237972,2.043302871033537,6.913693191695836,34000
190,1,0.7,1,M_M_N_K,2.0148616380026505,1.9876752142388898,2.042048061766411,6.925980725672183,36000
191,1,0.7,1,M_M_N_K,2.004072650840525,1.9777586391422222,2.0303866625388274,6.849105789149793,38000
192,1,0.7,1,M_M_N_K,0.7861980986147423,0.5366613019893285,1.0357348952401562,1.581578964586122,100
193,1,0.7,1,M_M_N_K,1.222182557545949,1.0909537179718998,1.3534113971199984,2.6789019860356102,600
194,1,0.7,1,M_M_N_K,1.2335529634995557,1.1285692890058288,1.3385366379932826,2.8621631027200185,1000
195,1,0.7,1,M_M_N_K,2.043884102566001,1.9591328804593868,2.128635324672615,7.474683646658909,4000
196,1,0.7,1,M_M_N_K,2.1044735437658915,2.039712628863136,2.169234458668647,7.639722573945755,7000
197,1,0.7,1,M_M_N_K,2.088084514878802,2.035370074872455,2.1407989548851494,7.231990799453881,10000
198,1,0.7,1,M_M_N_K,2.084355711252428,2.0380707224249512,2.130640700079905,7.248474525230644,13000
199,1,0.7,1,M_M_N_K,2.074399272972874,2.032826831184132,2.115971714761616,7.197292534984653,16000
200,1,0.7,1,M_M_N_K,2.074433297908748,2.036713110102116,2.1121534857153796,7.036387930935878,19000
201,1,0.7,1,M_M_N_K,2.088084514878802,2.035370074872455,2.1407989548851494,7.231990799453881,10000
202,1,0.7,1,M_M_N_K,2.0614410850411558,2.013314119042746,2.1095680510395654,7.2339318190241455,12000
203,1,0.7,1,M_M_N_K,2.0875348351257283,2.0429929571041106,2.132076713147346,7.229259263084771,14000
204,1,0.7,1,M_M_N_K,2.074399272972874,2.032826831184132,2.115971714761616,7.197292534984653,16000
205,1,0.7,1,M_M_N_K,2.0817232513994757,2.042728875356557,2.1207176274423944,7.123966406204587,18000
206,1,0.7,1,M_M_N_K,2.0764517846785404,2.0395970000313133,2.1133065693257675,7.070807268170688,20000
207,1,0.7,1,M_M_N_K,2.034626714039479,1.9998350158452571,2.0694184122337007,6.931543661576461,22000
208,1,0.7,1,M_M_N_K,1.9868408669237214,1.95417418606072,2.019507547786723,6.666245010566903,24000
209,1,0.7,1,M_M_N_K,1.9434465461146868,1.9125154069152226,1.974377685314151,6.474832819191984,26000
210,1,0.7,1,M_M_N_K,1.9425290041753707,1.9127827440657874,1.972275264284954,6.448950490871962,28000
211,1,0.7,1,M_M_N_K,1.9377586287895292,1.9091577872351266,1.9663594703439318,6.387746185213545,30000
212,1,0.7,1,M_M_N_K,1.9306502483546264,1.9030168461300987,1.958283650579154,6.360476587164071,32000
213,1,0.7,1,M_M_N_K,1.960465868886275,1.9333612643016862,1.987570473470864,6.50186525055409,34000
214,1,0.7,1,M_M_N_K,1.9767450875847923,1.950266650114345,2.0032235250552395,6.5699463146755015,36000
215,1,0.7,1,M_M_N_K,1.9869904016943114,1.9611956689212493,2.0127851344673733,6.581453443456452,38000
216,1,0.7,1,M_M_N_K,1.7337384076776294,1.3302823585599783,2.1371944567952803,4.134415798756873,100
217,1,0.7,1,M_M_N_K,1.7134874343794975,1.5403200971868771,1.8866547715721178,4.664769672324383,600
218,1,0.7,1,M_M_N_K,2.1302143692687197,1.9593394145091927,2.3010893240282466,7.582417005891304,1000
219,1,0.7,1,M_M_N_K,2.056830119058857,1.9743028736613264,2.139357364456388,7.087540876214309,4000
220,1,0.7,1,M_M_N_K,2.0210503550087555,1.9599125691630699,2.0821881408544414,6.8088074015001006,7000
221,1,0.7,1,M_M_N_K,1.9512502321473222,1.9015392538431408,2.0009612104515035,6.431366964355133,10000
222,1,0.7,1,M_M_N_K,1.969102844488909,1.925704052738539,2.012501636239279,6.372672025472753,13000
223,1,0.7,1,M_M_N_K,2.014859061015853,1.9752972441790704,2.054420877852636,6.517942773542761,16000
224,1,0.7,1,M_M_N_K,1.9867921978471246,1.9505912113248538,2.0229931843693953,6.481013017340536,19000
225,1,0.7,1,M_M_N_K,1.9512502321473222,1.9015392538431408,2.0009612104515035,6.431366964355133,10000
226,1,0.7,1,M_M_N_K,1.9616152483363554,1.9163754506374397,2.006855046035271,6.392029221649279,12000
227,1,0.7,1,M_M_N_K,1.9950784229907474,1.9530947781438197,2.037062067837675,6.422691035044547,14000
228,1,0.7,1,M_M_N_K,2.014859061015853,1.9752972441790704,2.054420877852636,6.517942773542761,16000
229,1,0.7,1,M_M_N_K,2.005845273788336,1.9685988412137088,2.043091706362963,6.4996096892446,18000
230,1,0.7,1,M_M_N_K,2.003850517018522,1.9683821514937347,2.0393188825433097,6.548828163381307,20000
231,1,0.7,1,M_M_N_K,1.9844350545682834,1.9509788802570027,2.017891228879564,6.4096049790012035,22000
232,1,0.7,1,M_M_N_K,1.9646632075766366,1.9328983921822356,1.9964280229710376,6.303241163488135,24000
233,1,0.7,1,M_M_N_K,1.9446156757734985,1.9142571388031948,1.9749742127438021,6.237325449725445,26000
234,1,0.7,1,M_M_N_K,1.9683576216983896,1.9388774298001892,1.99783781359659,6.334099959908501,28000
235,1,0.7,1,M_M_N_K,1.949989983507801,1.9217129152778372,1.9782670517377647,6.243940942386259,30000
236,1,0.7,1,M_M_N_K,1.9437777276294033,1.916418485485317,1.9711369697734895,6.234893902306989,32000
237,1,0.7,1,M_M_N_K,1.9582084582495547,1.9314440714810663,1.984972845018043,6.339666423595109,34000
238,1,0.7,1,M_M_N_K,1.9815216802892415,1.9553478370244044,2.0076955235540783,6.419661209362248,36000
239,1,0.7,1,M_M_N_K,1.9884197039428706,1.9628095452799041,2.0140298626058373,6.487603292208307,38000
240,1,0.7,1,M_M_N_K,0.5816074747658769,0.3999146245954125,0.7633003249363414,0.8384889895885685,100
241,1,0.7,1,M_M_N_K,2.3060642341596735,2.0774478609044777,2.5346806074148693,8.13041865385812,600
242,1,0.7,1,M_M_N_K,2.4888108067090204,2.311518265600058,2.666103347817983,8.16266117511816,1000
243,1,0.7,1,M_M_N_K,2.1934840393233657,2.111382415421182,2.275585663225549,7.014623601861258,4000
244,1,0.7,1,M_M_N_K,2.191713753616371,2.1291659305121264,2.254261576720616,7.126495830497734,7000
245,1,0.7,1,M_M_N_K,2.0820078735107823,2.031463440316721,2.1325523067048437,6.648831575779782,10000
246,1,0.7,1,M_M_N_K,2.034143706634301,1.990427993681124,2.077859419587478,6.466085184182066,13000
247,1,0.7,1,M_M_N_K,2.0481258763210572,2.0077036835113122,2.0885480691308023,6.804525185000611,16000
248,1,0.7,1,M_M_N_K,2.068232452401729,2.030735710456954,2.105729194346504,6.953270903964438,19000
249,1,0.7,1,M_M_N_K,2.0820078735107823,2.031463440316721,2.1325523067048437,6.648831575779782,10000
